alumni_id,roll_number,name,department,batch_year,graduation_year,current_company,current_designation,years_of_experience,total_companies_worked,location,current_salary,career_domain,specialization,total_skills,linkedin_connections,github_contributions,is_mentor,mentees_count,mentor_rating,workshops_conducted,talks_given,publications,patents,open_source_contributions,career_growth_rate,job_satisfaction,willing_to_relocate,preferred_mentee_department,preferred_mentee_skills,availability_hours_per_month,response_time_hours,success_score
113,1712013,Lavanya Ramani,IT,2017,2021,Cognizant,Lead Engineer,5,2,Pune,2862507,System Administration,Linux,21,676,142,1,3,4.5,1,2,0,0,2,70,6,1,IT|MEC,Python|Kubernetes|Docker|AWS,10,18,87
114,1701014,Rekha Sharma,CIV,2017,2021,Arup,Principal Engineer,5,2,Noida,2336108,Infrastructure,Roads,18,712,37,1,5,4.2,4,0,0,0,0,95,7,1,CIV|CIV,AutoCAD|Staad Pro|Revit,7,8,97
115,1747015,Ramesh Patel,CIC,2017,2021,Fortinet,Lead Engineer,5,2,Mumbai,2399565,Cyber Security,Threat Intelligence,18,867,65,1,5,4.8,4,1,0,0,3,91,6,1,CIC|ECE,Python|Security|Blockchain,5,14,92
116,1747016,Sahana Swamy,CIC,2017,2021,Rapid7,Senior Engineer,5,2,Chennai,2414435,Blockchain,Smart Contracts,15,336,93,1,2,4.8,3,3,0,0,2,78,9,1,CIC|CSE,Python|Security|Blockchain,3,10,86
117,1704017,Vidya Gopal,ECE,2017,2021,NXP,Senior Engineer,5,1,Chennai,3039773,Embedded,IoT,22,587,36,0,0,0.0,0,0,0,0,1,73,6,1,ECE|CSE,C|Verilog|VLSI|Embedded,12,0,89
118,1754018,Srikanth Pillai,AID,2017,2021,Microsoft,Senior Engineer,5,1,Pune,2352777,Data Science,ML Engineering,13,507,295,0,0,0.0,0,0,2,0,0,89,8,1,AID|AIML,Python|Data Science|SQL|ML,6,0,84
119,1742019,Rajesh Verma,CSM,2017,2021,Waymo,Senior Engineer,5,1,Mumbai,2409180,AI Research,Machine Learning,12,553,107,1,3,4.8,1,2,2,0,0,89,10,1,CSM|AIML,Python|ML|TensorFlow|PyTorch,6,12,99
120,1703020,Pooja Krishna,MEC,2017,2021,Eicher,Staff Engineer,5,1,Gurugram,2602676,Robotics,Industrial,14,746,87,0,0,0.0,0,0,0,0,0,69,9,0,MEC|IT,SolidWorks|CATIA|ANSYS,6,0,83
121,1761021,Bhavana Krishna,AIML,2017,2021,Cruise,Lead Engineer,5,2,Bangalore,2884864,ML Engineering,MLOps,14,315,118,0,0,0.0,0,0,2,0,1,83,9,1,AIML|ECE,Python|Deep Learning|PyTorch,0,0,83
122,1761022,Swathi Bhat,AIML,2017,2021,Anthropic,Lead Engineer,5,2,Mumbai,3162481,Research,Neural Networks,12,838,159,0,0,0.0,0,0,0,0,3,71,8,0,AIML|IT,Python|Deep Learning|PyTorch,6,0,88
123,1701023,Ramesh Shetty,CIV,2017,2021,Bechtel,Staff Engineer,5,2,Chennai,2748798,Infrastructure,Roads,19,364,64,0,0,0.0,0,0,0,0,2,68,6,0,CIV|AIML,AutoCAD|Staad Pro|Revit,12,0,98
124,1704024,Prasad Nair,ECE,2017,2021,Xilinx,Principal Engineer,5,2,Pune,2520364,Embedded,IoT,17,426,23,1,3,4.3,3,0,0,1,0,73,7,1,ECE|CSO,C|Verilog|VLSI|Embedded,6,18,86
125,1761025,Prakash Bhat,AIML,2017,2021,Cruise,Senior Engineer,5,2,Noida,3197817,Research,Neural Networks,16,322,53,1,3,4.1,3,2,0,0,2,80,9,1,AIML|CSO,Python|Deep Learning|PyTorch,12,10,96
126,1749026,Santosh Swamy,CSO,2017,2021,Tech Mahindra,Principal Engineer,5,1,Chennai,3091082,Edge Computing,IoT,24,466,54,1,3,4.2,0,3,0,0,3,77,10,0,CSO|CSO,Python|IoT|Sensors|Edge,6,16,89
127,1761027,Archana Subramanian,AIML,2017,2021,Apple,Senior Engineer,5,1,Chennai,3169158,Research,Neural Networks,22,635,230,1,3,4.7,0,1,2,0,0,80,6,0,AIML|AID,Python|Deep Learning|PyTorch,4,14,94
128,1754028,Rekha Naidu,AID,2017,2021,PhonePe,Staff Engineer,5,2,Pune,2684328,Data Science,Analytics,24,625,244,0,0,0.0,0,0,0,0,1,89,9,1,AID|AIML,Python|Data Science|SQL|ML,0,0,95
129,1712029,Prasad Gopal,IT,2017,2021,Infosys,Senior Software Engineer,5,1,Hyderabad,2768847,Cloud Engineering,Azure,12,809,193,0,0,0.0,0,0,0,0,2,82,8,0,IT|MEC,Python|Kubernetes|Docker|AWS,6,0,82
130,1754030,Naveen Krishna,AID,2017,2021,Microsoft,Staff Engineer,5,2,Pune,2266592,Data Engineering,Pipelines,25,626,66,0,0,0.0,0,0,0,0,2,87,8,1,AID|CSO,Python|Data Science|SQL|ML,7,0,97
131,1704031,Ramesh Krishna,ECE,2017,2021,MediaTek,Lead Engineer,5,2,Delhi,2935962,Hardware Design,VLSI,12,975,3,1,1,4.8,2,0,0,0,2,93,6,1,ECE|CIV,C|Verilog|VLSI|Embedded,12,14,94
132,1754032,Madhavi Desai,AID,2017,2021,Gramener,Senior Engineer,5,1,Pune,2966510,Data Engineering,Pipelines,18,965,285,0,0,0.0,0,0,1,0,1,88,9,0,AID|AIML,Python|Data Science|SQL|ML,7,0,97
133,1747033,Ajay Verma,CIC,2017,2021,Trend Micro,Senior Software Engineer,5,1,Chennai,3031753,Security,Pentesting,24,576,54,1,2,4.8,3,0,0,0,2,68,9,1,CIC|AID,Python|Security|Blockchain,10,16,84
134,1749034,Anjali Rao,CSO,2017,2021,LG Soft,Lead Engineer,5,2,Chennai,2248548,IoT,Smart Cities,20,765,7,1,5,4.6,1,0,0,0,1,90,8,0,CSO|ECE,Python|IoT|Sensors|Edge,5,20,94
135,1705035,Mythili Reddy,CSE,2017,2021,Google,Principal Engineer,5,1,Bangalore,2777033,Data Engineering,BigData,21,461,166,1,5,4.9,0,0,0,0,8,67,8,0,CSE|CSO,Python|Java|React|AWS,10,20,92
136,1754036,Ashok Swamy,AID,2017,2021,Google,Principal Engineer,5,1,Bangalore,2983898,Data Science,Analytics,13,995,89,1,5,4.6,4,3,1,1,0,66,9,1,AID|CIV,Python|Data Science|SQL|ML,3,14,88
137,1761037,Ramesh Naidu,AIML,2017,2021,Tesla,Staff Engineer,5,2,Delhi,3090249,Research,Neural Networks,18,905,87,0,0,0.0,0,0,2,0,2,70,10,0,AIML|MEC,Python|Deep Learning|PyTorch,7,0,87
138,1712038,Prakash Gopal,IT,2017,2021,Red Hat,Lead Engineer,5,2,Hyderabad,2555480,Database,Oracle,25,463,236,0,0,0.0,0,0,0,0,10,78,6,0,IT|AID,Python|Kubernetes|Docker|AWS,10,0,85
139,1702039,Ramya Pillai,EEE,2017,2021,Tesla,Staff Engineer,5,1,Mumbai,2609242,Renewable,Solar,20,808,69,1,4,4.1,0,0,0,0,3,89,6,1,EEE|MEC,MATLAB|Power Systems|PLC,6,8,99
140,1701040,Amit Rao,CIV,2017,2021,Fluor,Senior Software Engineer,5,1,Bangalore,2219353,Structural Design,Buildings,16,965,7,1,4,4.3,3,2,0,0,2,75,8,1,CIV|IT,AutoCAD|Staad Pro|Revit,8,10,95
141,1754041,Vinay Subramanian,AID,2017,2021,Fractal,Principal Engineer,5,2,Pune,2651001,Data Science,ML Engineering,20,903,54,1,2,4.5,0,3,1,0,1,69,9,0,AID|EEE,Python|Data Science|SQL|ML,10,12,87
142,1747042,Lakshmi Krishnan,CIC,2017,2021,McAfee,Senior Engineer,5,2,Mumbai,2428645,Security,Pentesting,24,610,44,0,0,0.0,0,0,0,0,3,70,9,1,CIC|CSE,Python|Security|Blockchain,12,0,92
143,1705043,Keerthi Mohan,CSE,2017,2021,Nvidia,Senior Software Engineer,5,2,Hyderabad,2987873,Cloud Engineering,AWS,24,899,260,1,5,4.1,1,1,0,0,0,88,7,0,CSE|CSM,Python|Java|React|AWS,4,8,89
144,1701044,Amit Nair,CIV,2017,2021,Afcons,Senior Engineer,5,2,Mumbai,2993903,Construction,Project Management,16,626,61,1,1,4.8,1,1,0,1,3,73,9,1,CIV|CSO,AutoCAD|Staad Pro|Revit,10,20,86
145,1761045,Rekha Balaji,AIML,2017,2021,Tesla,Senior Engineer,5,1,Pune,2275905,AI,Deep Learning,16,694,257,0,0,0.0,0,0,2,0,2,93,8,1,AIML|IT,Python|Deep Learning|PyTorch,6,0,97
146,1749046,Ramesh Iyer,CSO,2017,2021,Honeywell,Principal Engineer,5,2,Mumbai,2873703,IoT,Smart Cities,21,827,66,1,4,5.0,3,2,0,0,1,90,10,1,CSO|EEE,Python|IoT|Sensors|Edge,0,16,98
147,1703047,Lakshmi Prasad,MEC,2017,2021,Honda,Staff Engineer,5,2,Hyderabad,2592828,Manufacturing,CAD/CAM,22,410,33,0,0,0.0,0,0,0,0,1,85,6,1,MEC|CSO,SolidWorks|CATIA|ANSYS,6,0,87
148,1747048,Lakshmi Swamy,CIC,2017,2021,Palo Alto Networks,Staff Engineer,5,2,Delhi,2711018,Cyber Security,Threat Intelligence,20,825,30,0,0,0.0,0,0,0,0,1,89,8,0,CIC|CIV,Python|Security|Blockchain,5,0,91
149,1754049,Vidya Krishnan,AID,2017,2021,Swiggy,Staff Engineer,5,2,Bangalore,2278659,Data Science,ML Engineering,20,560,193,0,0,0.0,0,0,2,0,3,67,8,1,AID|CIV,Python|Data Science|SQL|ML,3,0,82
150,1747050,Meena Sharma,CIC,2017,2021,CrowdStrike,Lead Engineer,5,2,Chennai,2630600,Blockchain,Smart Contracts,16,874,68,1,1,4.7,4,2,0,0,3,91,7,1,CIC|AIML,Python|Security|Blockchain,3,18,99
151,1704051,Vasudha Shetty,ECE,2017,2021,Intel,Staff Engineer,5,1,Mumbai,2549436,Hardware Design,VLSI,19,811,98,0,0,0.0,0,0,0,0,2,92,9,1,ECE|CIV,C|Verilog|VLSI|Embedded,0,0,86
152,1703052,Santosh Gopal,MEC,2017,2021,Hero,Principal Engineer,5,1,Noida,3046648,Automotive,Powertrain,19,358,82,0,0,0.0,0,0,0,0,3,89,7,0,MEC|CSE,SolidWorks|CATIA|ANSYS,3,0,91
153,1749053,Archana Shetty,CSO,2017,2021,Cisco,Senior Engineer,5,1,Pune,2363510,IoT,Smart Cities,14,749,49,1,3,4.6,2,2,0,0,3,74,6,1,CSO|MEC,Python|IoT|Sensors|Edge,5,24,99
154,1761054,Ravi Sharma,AIML,2017,2021,Meta,Senior Software Engineer,5,2,Chennai,3115403,AI,NLP,23,358,186,0,0,0.0,0,0,2,0,3,68,9,0,AIML|CSM,Python|Deep Learning|PyTorch,7,0,92
155,1702055,Karthik Shetty,EEE,2017,2021,Tesla,Senior Software Engineer,5,2,Gurugram,2756467,Power Systems,Grid,20,909,3,1,5,4.1,3,3,0,0,0,93,10,0,EEE|IT,MATLAB|Power Systems|PLC,10,8,98
156,1701056,Divya Reddy,CIV,2017,2021,Jacobs,Principal Engineer,5,2,Delhi,3090299,Construction,Project Management,16,570,8,1,1,4.9,0,3,0,0,2,72,10,0,CIV|AID,AutoCAD|Staad Pro|Revit,3,16,97
157,1749057,Ramesh Balaji,CSO,2017,2021,Wipro IoT,Principal Engineer,5,1,Chennai,2862248,IoT,Industrial,21,555,70,0,0,0.0,0,0,0,0,2,66,8,1,CSO|ECE,Python|IoT|Sensors|Edge,5,0,86
158,1742058,Kavya Rao,CSM,2017,2021,DeepMind,Senior Engineer,5,2,Gurugram,2506553,AI Research,Machine Learning,18,685,81,1,5,5.0,3,3,0,0,0,93,8,1,CSM|CSO,Python|ML|TensorFlow|PyTorch,7,10,83
159,1705059,Harini Desai,CSE,2017,2021,Zoho,Senior Software Engineer,5,2,Delhi,2904666,Software Engineering,Full Stack,15,589,120,0,0,0.0,0,0,0,0,4,75,9,1,CSE|CSE,Python|Java|React|AWS,12,0,98
160,1702060,Kishore Reddy,EEE,2017,2021,Suzlon,Senior Software Engineer,5,1,Mumbai,2201901,Power Systems,Grid,13,725,29,0,0,0.0,0,0,0,0,3,86,10,1,EEE|AIML,MATLAB|Power Systems|PLC,8,0,92
161,1712061,Ganesh Subramanian,IT,2017,2021,Amazon,Staff Engineer,5,2,Noida,2701651,Networking,SDN,17,854,216,1,1,4.5,4,1,0,0,5,76,8,1,IT|CSO,Python|Kubernetes|Docker|AWS,5,14,89
162,1704062,Vinay Sharma,ECE,2017,2021,NXP,Staff Engineer,5,1,Mumbai,2530193,Embedded,IoT,24,758,16,0,0,0.0,0,0,0,0,3,79,10,1,ECE|CIC,C|Verilog|VLSI|Embedded,0,0,97
163,1702063,Krishna Iyer,EEE,2017,2021,Eaton,Staff Engineer,5,2,Noida,2597888,Automation,PLC,19,452,89,1,4,4.1,2,0,0,0,1,85,7,1,EEE|CSE,MATLAB|Power Systems|PLC,10,16,91
164,1703064,Meena Bhat,MEC,2017,2021,Ashok Leyland,Lead Engineer,5,1,Mumbai,3073663,Aerospace,Design,14,783,88,0,0,0.0,0,0,0,0,3,88,7,0,MEC|AIML,SolidWorks|CATIA|ANSYS,12,0,94
165,1712065,Manoj Bhat,IT,2017,2021,HCL,Senior Engineer,5,1,Pune,3005144,System Administration,Linux,16,430,120,1,5,4.7,1,3,0,0,0,89,7,1,IT|CSE,Python|Kubernetes|Docker|AWS,8,8,84
166,1742066,Keerthi Mohan,CSM,2017,2021,Apple,Principal Engineer,5,1,Mumbai,2412550,AI,Computer Vision,18,350,176,1,5,4.5,2,2,2,0,0,75,6,1,CSM|CSM,Python|ML|TensorFlow|PyTorch,10,12,85
167,1712067,Pooja Gopal,IT,2017,2021,Wipro,Principal Engineer,5,2,Mumbai,2903533,Cloud Engineering,Azure,17,852,161,1,2,4.9,2,2,0,0,11,66,8,0,IT|AIML,Python|Kubernetes|Docker|AWS,4,16,85
168,1761068,Keerthi Reddy,AIML,2017,2021,Cruise,Principal Engineer,5,2,Hyderabad,2680219,ML Engineering,MLOps,22,952,147,0,0,0.0,0,0,0,0,3,91,10,0,AIML|MEC,Python|Deep Learning|PyTorch,5,0,86
169,1761069,Harini Murthy,AIML,2017,2021,Apple,Senior Engineer,5,2,Noida,2523777,Research,Neural Networks,22,890,147,1,1,4.6,1,2,2,1,0,70,8,0,AIML|CIV,Python|Deep Learning|PyTorch,5,14,97
170,1749070,Vivek Prasad,CSO,2017,2021,Wipro IoT,Staff Engineer,5,1,Mumbai,2923701,Edge Computing,IoT,18,615,17,0,0,0.0,0,0,0,0,3,91,7,0,CSO|CIC,Python|IoT|Sensors|Edge,5,0,94
171,1747071,Padma Krishnan,CIC,2017,2021,Fortinet,Principal Engineer,5,1,Delhi,2538106,Cyber Security,Threat Intelligence,13,639,82,1,3,4.5,3,3,0,0,0,72,7,0,CIC|CIV,Python|Security|Blockchain,8,20,99
172,1761072,Akshara Shetty,AIML,2017,2021,OpenAI,Staff Engineer,5,2,Delhi,2690908,Research,Neural Networks,23,467,64,1,2,4.8,4,3,1,0,1,77,8,1,AIML|ECE,Python|Deep Learning|PyTorch,10,12,90
173,1701073,Vasudha Reddy,CIV,2017,2021,Arup,Staff Engineer,5,2,Bangalore,2708133,Structural Design,Buildings,21,601,3,1,3,4.7,1,2,0,0,0,80,10,1,CIV|MEC,AutoCAD|Staad Pro|Revit,3,24,89
174,1747074,Mohan Bhat,CIC,2017,2021,Rapid7,Senior Engineer,5,2,Noida,2471474,Cyber Security,Threat Intelligence,17,567,18,0,0,0.0,0,0,0,0,1,87,8,1,CIC|ECE,Python|Security|Blockchain,5,0,98
175,1704075,Kishore Bhat,ECE,2017,2021,NXP,Principal Engineer,5,2,Chennai,2601037,Hardware Design,VLSI,15,463,3,0,0,0.0,0,0,0,0,0,78,6,0,ECE|CSO,C|Verilog|VLSI|Embedded,7,0,83
176,1761076,Suresh Bhat,AIML,2017,2021,DeepMind,Senior Software Engineer,5,2,Mumbai,2230179,ML Engineering,MLOps,13,639,200,1,1,4.5,2,0,2,0,1,71,8,1,AIML|CSE,Python|Deep Learning|PyTorch,10,12,95
177,1742077,Shweta Nair,CSM,2017,2021,Microsoft Research,Lead Engineer,5,1,Mumbai,2485490,Data Science,ML,22,562,96,0,0,0.0,0,0,1,0,2,75,8,1,CSM|MEC,Python|ML|TensorFlow|PyTorch,0,0,95
178,1705078,Sowmya Singh,CSE,2017,2021,Freshworks,Senior Engineer,5,2,Noida,2666234,DevOps,CI/CD,23,506,287,1,4,4.5,1,0,0,0,4,86,10,1,CSE|CSM,Python|Java|React|AWS,10,16,98
179,1742079,Naveen Murthy,CSM,2017,2021,IBM Research,Principal Engineer,5,2,Pune,3033837,AI,Computer Vision,24,835,237,1,3,4.9,2,2,0,1,1,91,9,1,CSM|CSO,Python|ML|TensorFlow|PyTorch,3,14,93
180,1704080,Vasudha Shetty,ECE,2017,2021,Texas Instruments,Senior Engineer,5,2,Gurugram,3099395,Embedded,IoT,16,459,73,1,2,4.8,3,2,0,0,2,81,9,0,ECE|CIV,C|Verilog|VLSI|Embedded,3,10,85
181,1704081,Archana Subramanian,ECE,2017,2021,Intel,Lead Engineer,5,2,Pune,2758918,Wireless,5G,14,328,9,0,0,0.0,0,0,0,0,3,66,7,1,ECE|AID,C|Verilog|VLSI|Embedded,12,0,84
182,1704082,Renuka Mohan,ECE,2017,2021,Marvell,Staff Engineer,5,2,Delhi,2877113,IC Design,Analog,25,606,15,0,0,0.0,0,0,0,0,2,92,7,0,ECE|CIV,C|Verilog|VLSI|Embedded,8,0,94
183,1747083,Arun Bhat,CIC,2017,2021,Fortinet,Senior Software Engineer,5,2,Mumbai,2923526,Blockchain,Smart Contracts,13,346,48,0,0,0.0,0,0,0,0,3,95,7,0,CIC|CIV,Python|Security|Blockchain,0,0,98
184,1705084,Mythili Bhat,CSE,2017,2021,Meta,Senior Software Engineer,5,2,Delhi,2912808,Data Engineering,BigData,14,761,176,0,0,0.0,0,0,0,0,9,70,9,1,CSE|CSE,Python|Java|React|AWS,10,0,88
185,1702085,Harini Shetty,EEE,2017,2021,Eaton,Principal Engineer,5,1,Pune,2549361,Automation,PLC,15,737,70,1,3,4.9,0,3,0,1,2,90,8,0,EEE|CIV,MATLAB|Power Systems|PLC,8,16,96
186,1754086,Mythili Rao,AID,2017,2021,Gramener,Senior Software Engineer,5,2,Gurugram,2216975,Data Science,ML Engineering,25,474,267,1,4,4.7,3,1,0,0,3,67,10,1,AID|EEE,Python|Data Science|SQL|ML,12,12,82
187,1712087,Padma Varma,IT,2017,2021,Capgemini,Staff Engineer,5,2,Bangalore,2768127,Networking,SDN,15,777,109,0,0,0.0,0,0,0,0,7,92,10,1,IT|ECE,Python|Kubernetes|Docker|AWS,5,0,97
188,1747088,Sanjay Naidu,CIC,2017,2021,Palo Alto Networks,Senior Software Engineer,5,2,Chennai,2278625,Security,Pentesting,18,413,44,1,4,4.9,2,2,0,0,3,79,10,1,CIC|EEE,Python|Security|Blockchain,7,24,85
189,1761089,Vasudha Murthy,AIML,2017,2021,Nvidia,Principal Engineer,5,2,Noida,3057691,ML Engineering,MLOps,24,374,137,0,0,0.0,0,0,0,0,2,67,7,1,AIML|CIC,Python|Deep Learning|PyTorch,3,0,86
190,1705090,Madhavi Gupta,CSE,2017,2021,SAP,Senior Engineer,5,2,Mumbai,2474296,Cloud Engineering,AWS,16,574,234,0,0,0.0,0,0,0,0,3,80,9,0,CSE|EEE,Python|Java|React|AWS,10,0,83
191,1742091,Renuka Verma,CSM,2017,2021,Apple,Senior Software Engineer,5,2,Hyderabad,2973121,AI,NLP,12,488,210,1,4,4.8,2,0,2,0,3,95,6,0,CSM|ECE,Python|ML|TensorFlow|PyTorch,7,20,85
192,1705092,Rajesh Menon,CSE,2017,2021,ServiceNow,Principal Engineer,5,1,Mumbai,2687877,Data Engineering,BigData,13,688,90,1,4,4.3,4,2,0,1,15,87,8,1,CSE|MEC,Python|Java|React|AWS,3,12,97
193,1749093,Akshara Naidu,CSO,2017,2021,ABB,Staff Engineer,5,2,Noida,3135930,Embedded IoT,Sensors,24,849,90,0,0,0.0,0,0,0,1,0,66,10,0,CSO|CIC,Python|IoT|Sensors|Edge,6,0,98
194,1742094,Karthik Kumar,CSM,2017,2021,Google AI,Staff Engineer,5,2,Bangalore,2662254,AI,Computer Vision,13,781,207,1,4,4.1,4,3,1,0,3,65,7,0,CSM|MEC,Python|ML|TensorFlow|PyTorch,5,24,93
195,1749095,Harini Iyer,CSO,2017,2021,Honeywell,Senior Engineer,5,2,Delhi,3103945,Edge Computing,IoT,23,957,3,1,4,4.0,4,2,0,0,2,94,6,1,CSO|CIV,Python|IoT|Sensors|Edge,7,10,84
196,1742096,Vinay Subramanian,CSM,2017,2021,IBM Research,Principal Engineer,5,1,Gurugram,3044627,AI,NLP,20,657,183,1,4,4.6,1,2,1,0,3,94,9,0,CSM|AIML,Python|ML|TensorFlow|PyTorch,8,18,99
197,1749097,Renuka Patel,CSO,2017,2021,GE,Principal Engineer,5,1,Delhi,2352776,IoT,Smart Cities,16,574,3,0,0,0.0,0,0,0,0,2,83,9,0,CSO|CIC,Python|IoT|Sensors|Edge,3,0,96
198,1703098,Mythili Mohan,MEC,2017,2021,Tesla,Senior Engineer,5,2,Pune,2644853,Robotics,Industrial,14,672,12,1,3,4.2,0,0,0,1,2,93,10,1,MEC|CSO,SolidWorks|CATIA|ANSYS,3,18,97
199,1704099,Mythili Sharma,ECE,2017,2021,Infineon,Senior Engineer,5,2,Bangalore,2547133,Embedded,IoT,15,668,24,0,0,0.0,0,0,0,0,2,74,9,1,ECE|CSE,C|Verilog|VLSI|Embedded,8,0,98
200,1702100,Amit Gupta,EEE,2017,2021,Emerson,Senior Engineer,5,2,Mumbai,2344395,Renewable,Solar,16,307,98,1,5,4.2,2,0,0,0,1,94,10,0,EEE|EEE,MATLAB|Power Systems|PLC,8,24,94
201,1749101,Shweta Bhat,CSO,2017,2021,LG Soft,Senior Engineer,5,2,Chennai,3194578,IoT,Industrial,21,850,68,1,2,4.3,4,1,0,1,0,80,10,1,CSO|AID,Python|IoT|Sensors|Edge,6,18,95
202,1701102,Swathi Nair,CIV,2017,2021,Bechtel,Staff Engineer,5,1,Hyderabad,3068573,Infrastructure,Roads,12,312,34,1,3,4.8,2,1,0,0,0,81,6,0,CIV|AIML,AutoCAD|Staad Pro|Revit,5,24,93
203,1704103,Santosh Singh,ECE,2017,2021,Renesas,Principal Engineer,5,1,Mumbai,2364332,Embedded,IoT,14,649,35,1,4,4.5,4,3,0,1,2,80,10,0,ECE|CSO,C|Verilog|VLSI|Embedded,7,12,87
204,1704104,Karthik Sundaram,ECE,2017,2021,ST Microelectronics,Senior Software Engineer,5,2,Pune,2548414,Wireless,5G,15,310,49,1,5,4.7,3,1,0,0,0,78,8,1,ECE|AID,C|Verilog|VLSI|Embedded,12,8,86
205,1712105,Gopal Swamy,IT,2017,2021,Google,Senior Software Engineer,5,1,Bangalore,2904269,Networking,SDN,18,523,100,1,3,4.1,2,0,0,0,4,94,6,1,IT|CSE,Python|Kubernetes|Docker|AWS,7,10,93
206,1712106,Rahul Ramani,IT,2017,2021,Google,Lead Engineer,5,2,Gurugram,2938360,DevOps,Kubernetes,18,397,203,1,4,4.4,3,1,0,0,8,92,10,0,IT|AIML,Python|Kubernetes|Docker|AWS,12,24,95
207,1705107,Srikanth Singh,CSE,2017,2021,Freshworks,Principal Engineer,5,1,Hyderabad,2504324,Software Engineering,Backend,13,505,269,0,0,0.0,0,0,0,0,1,89,10,1,CSE|EEE,Python|Java|React|AWS,3,0,85
208,1747108,Padma Verma,CIC,2017,2021,CrowdStrike,Senior Engineer,5,2,Bangalore,2427065,Cyber Security,Threat Intelligence,19,787,17,1,4,4.2,1,1,0,0,3,72,7,1,CIC|AIML,Python|Security|Blockchain,4,24,90
209,1749109,Naresh Balaji,CSO,2017,2021,ABB,Principal Engineer,5,2,Bangalore,2881588,IoT,Smart Cities,19,486,99,1,1,4.4,2,3,0,0,3,89,10,0,CSO|CSE,Python|IoT|Sensors|Edge,6,14,91
210,1749110,Prasad Gupta,CSO,2017,2021,Siemens,Staff Engineer,5,2,Pune,2732956,Edge Computing,IoT,25,886,83,1,5,4.1,3,2,0,0,2,79,8,0,CSO|AIML,Python|IoT|Sensors|Edge,4,16,97
211,1705111,Mahesh Gupta,CSE,2017,2021,Cisco,Lead Engineer,5,2,Chennai,2581119,Cloud Engineering,AWS,20,808,276,0,0,0.0,0,0,0,0,15,75,9,0,CSE|CSE,Python|Java|React|AWS,0,0,85
212,1701112,Kishore Balaji,CIV,2017,2021,Gammon India,Senior Software Engineer,5,2,Chennai,2467625,Infrastructure,Roads,12,480,95,1,2,4.2,2,3,0,0,1,88,8,1,CIV|AIML,AutoCAD|Staad Pro|Revit,4,12,87
213,1754113,Naveen Iyer,AID,2017,2021,Google,Principal Engineer,5,2,Gurugram,2857684,Data Engineering,Pipelines,18,770,280,1,5,4.4,4,3,2,0,2,69,8,0,AID|AID,Python|Data Science|SQL|ML,12,16,82
214,1705114,Padma Prasad,CSE,2017,2021,Flipkart,Senior Software Engineer,5,1,Chennai,2805950,Software Engineering,Full Stack,17,394,264,1,5,4.3,3,1,0,0,11,82,6,0,CSE|CIV,Python|Java|React|AWS,4,8,99
215,1704115,Sanjay Prasad,ECE,2017,2021,ON Semi,Staff Engineer,5,2,Chennai,3179321,Embedded,IoT,14,873,88,0,0,0.0,0,0,0,1,1,89,6,0,ECE|AID,C|Verilog|VLSI|Embedded,3,0,96
216,1704116,Anu Srinivas,ECE,2017,2021,MediaTek,Senior Engineer,5,1,Chennai,2235244,Hardware Design,VLSI,17,729,75,1,3,4.3,1,3,0,0,0,90,6,0,ECE|CSE,C|Verilog|VLSI|Embedded,5,12,89
217,1761117,Swathi Mohan,AIML,2017,2021,Apple,Senior Software Engineer,5,2,Noida,2551092,AI,NLP,16,454,104,0,0,0.0,0,0,0,0,2,68,8,1,AIML|AIML,Python|Deep Learning|PyTorch,4,0,86
218,1749118,Harish Kumar,CSO,2017,2021,Schneider,Senior Engineer,5,2,Pune,2219219,Edge Computing,IoT,19,369,95,0,0,0.0,0,0,0,0,2,85,6,1,CSO|AIML,Python|IoT|Sensors|Edge,0,0,99
219,1747119,Sanjay Subramanian,CIC,2017,2021,Qualys,Senior Software Engineer,5,1,Bangalore,3002175,Blockchain,Smart Contracts,19,884,70,1,4,4.2,3,1,0,0,3,78,10,0,CIC|EEE,Python|Security|Blockchain,7,20,98
220,1747120,Mahesh Reddy,CIC,2017,2021,Qualys,Principal Engineer,5,2,Bangalore,3024520,Cyber Security,Threat Intelligence,15,530,89,0,0,0.0,0,0,0,0,3,75,7,0,CIC|CSE,Python|Security|Blockchain,12,0,87
221,1749121,Santosh Mohan,CSO,2017,2021,Schneider,Senior Engineer,5,2,Pune,2593991,IoT,Industrial,17,387,98,1,3,4.6,4,3,0,0,2,69,9,1,CSO|EEE,Python|IoT|Sensors|Edge,7,18,92
222,1754122,Rajesh Iyer,AID,2017,2021,Amazon,Staff Engineer,5,2,Noida,2447161,Data Science,ML Engineering,22,341,69,1,5,4.3,2,3,2,0,1,84,7,1,AID|CSE,Python|Data Science|SQL|ML,0,24,88
223,1702123,Archana Swamy,EEE,2017,2021,Hitachi,Lead Engineer,5,2,Hyderabad,2861369,Renewable,Solar,18,892,41,0,0,0.0,0,0,0,0,2,93,9,0,EEE|MEC,MATLAB|Power Systems|PLC,3,0,82
224,1701124,Shalini Nair,CIV,2017,2021,Jacobs,Lead Engineer,5,2,Gurugram,2473763,Infrastructure,Roads,25,389,63,1,5,4.8,2,2,0,0,2,88,6,0,CIV|CIC,AutoCAD|Staad Pro|Revit,6,24,97
